frame_index,cluster_id,cls,density,vol,e_x,e_y,e_z
32,0LASIG-_hcPDbtecCLGqtQ,1,440.40718823428017,3.462704607783915,2.105426902194676,0.04491082074369648,0.3608202070493068
32,4R3iNz-kiubnfGskrgpOvg,1,36.28351073673985,3.0316801700397895,0.6416602975269629,0.17286490639886748,0.03269866134596614
32,4YIpKpTjrhw8t5uWfsI4RQ,1,16.544447580950497,3.082605191286175,0.6477792143244467,0.008274804891896331,0.07844347748070975
32,5l7FKa1OfyP6WtD4uxmyEQ,1,12.272194788851417,3.177915659832034,0.1288020277248264,0.00040798333451901037,0.036397949753908816
32,5t4m04LIB6Hz9kpqYNs1Tw,3,38678.18646141146,0.22847503485760684,1.834090548411364,0.05169765627268259,0.2670122679394989
32,70ISruS7RyVq3IpBYnZJ_A,3,556.3297355734351,0.20671194194116574,0.43507733393978937,0.07591704129666703,0.2500848858440548
32,927gqITGCOu9lPwLBbFZng,1,42.60794872008707,3.7316980698730777,0.6770428791301397,0.19923948017560397,0.020010800716054634
32,BDAEEhZA4eo0wfdX2oAw0Q,3,759.2080480922501,0.23182051407681406,0.4508712453401463,0.2659900394560056,0.020161936789202882
32,CVVq8H33rXc3J0epW1IQQw,1,47.34352059635162,3.696387547771127,1.3729755794917258,0.04365779317271166,0.36274251126030577
32,ESEZomrDz9Y3i85fzy2B6Q,1,53.28347690057632,4.748188645273325,0.7524570560802847,0.21545135953872666,0.06982861890995977
32,EiIYyKl1ym7vMRqjJ-IBmA,1,131.22736251127338,3.101487313402613,0.6244609533179727,0.018434004037635846,0.1908384707297871
32,ExKycBDMqM8H0YyRPUzYcg,1,26.062073132584022,3.0695946401892433,0.0006248699441644238,0.009605075129183424,0.27872637870216266
32,Gv0H9Re50c_GNeBHjAOfYg,1,28.60807372774178,4.3693958981511285,1.1768396907108343,0.39594274178787636,0.06147864279134419
32,HzgmcIvD-BEtJLv3ab5f9Q,1,20.022410223498404,4.445019306194673,2.5225894334047423,0.02898488285869819,0.2707510601495291
32,JFmJKplEkWB-Sp99gsg91A,1,51.520702969501485,3.513150822246076,0.7594097839298691,0.2349098929739186,0.041254041793919
32,QJWOYIHBZlVeeh9JqaCe7Q,1,72.13585305398072,3.313192953040306,0.6160402767066802,0.16519725728151916,0.01694432992909607
32,QgObEknrVjWcl5NQqj4Mfw,3,676.398677862426,0.1404497127348351,1.4923701166696355,0.0713056008512544,0.2438782416412892
